,code,name,c_name
854,600824,益民集团,商业百货
855,600827,百联股份,商业百货
856,600828,茂业商业,商业百货
857,600833,第一医药,商业百货
858,600838,上海九百,商业百货
859,600856,中天能源,商业百货
860,600857,宁波中百,商业百货
861,600858,银座股份,商业百货
862,600859,王府井,商业百货
863,600861,北京城乡,商业百货
864,600865,百大集团,商业百货
865,600891,秋林集团,商业百货
866,600898,国美通讯,商业百货
867,600998,九州通,商业百货
868,601010,文峰股份,商业百货
869,601116,三江购物,商业百货
870,601607,上海医药,商业百货
871,601933,永辉超市,商业百货
872,603123,翠微股份,商业百货
873,603368,柳州医药,商业百货
874,603883,老百姓,商业百货
875,603939,益丰药房,商业百货
876,000026,飞亚达Ａ,商业百货
877,000028,国药一致,商业百货
878,000062,深圳华强,商业百货
879,000408,藏格控股,商业百货
880,000411,英特集团,商业百货
881,000416,民生控股,商业百货
882,000417,合肥百货,商业百货
883,000419,通程控股,商业百货
884,000501,鄂武商Ａ,商业百货
885,000516,国际医学,商业百货
886,000560,昆百大Ａ,商业百货
887,000564,供销大集,商业百货
888,000587,金洲慈航,商业百货
889,000591,太阳能,商业百货
890,000638,万方发展,商业百货
891,000679,大连友谊,商业百货
892,000705,浙江震元,商业百货
893,000715,中兴商业,商业百货
894,000759,中百集团,商业百货
895,000785,武汉中商,商业百货
896,000829,天音控股,商业百货
897,000882,华联股份,商业百货
898,000889,茂业通信,商业百货
899,000906,浙商中拓,商业百货
900,000987,越秀金控,商业百货
901,002024,苏宁云商,商业百货
902,002187,广百股份,商业百货
903,002251,步 步 高,商业百货
904,002264,新 华 都,商业百货
905,002277,友阿股份,商业百货
906,002336,人人乐,商业百货
907,002344,海宁皮城,商业百货
908,002416,爱施德,商业百货
909,002419,天虹股份,商业百货
910,002441,众业达,商业百货
911,002462,嘉事堂,商业百货
912,002556,辉隆股份,商业百货
913,002561,徐家汇,商业百货
914,002589,瑞康医药,商业百货
915,002697,红旗连锁,商业百货
916,300022,吉峰农机,商业百货
917,300413,快乐购,商业百货
918,600070,浙江富润,纺织行业
919,600152,维科精华,纺织行业
920,600156,华升股份,纺织行业
921,600220,江苏阳光,纺织行业
922,600232,金鹰股份,纺织行业
923,600370,三房巷,纺织行业
924,600448,华纺股份,纺织行业
925,600493,凤竹纺织,纺织行业
926,600626,申达股份,纺织行业
927,600630,龙头股份,纺织行业
928,600689,上海三毛,纺织行业
929,600735,新华锦,纺织行业
930,600851,海欣股份,纺织行业
931,600987,航民股份,纺织行业
932,601339,百隆东方,纺织行业
933,601599,鹿港文化,纺织行业
934,603558,健盛集团,纺织行业
935,603889,新澳股份,纺织行业
936,000018,神州长城,纺织行业
937,000045,深纺织Ａ,纺织行业
938,000158,常山北明,纺织行业
939,000611,天首发展,纺织行业
940,000726,鲁 泰Ａ,纺织行业
941,000779,三毛派神,纺织行业
942,000803,*ST金宇,纺织行业
943,000813,德展健康,纺织行业
944,000850,华茂股份,纺织行业
945,000955,欣龙控股,纺织行业
946,000971,高升控股,纺织行业
947,000982,*ST 中绒,纺织行业
948,002034,旺能环境,纺织行业
949,002042,华孚时尚,纺织行业
950,002070,*ST众和,纺织行业
951,002072,凯瑞德,纺织行业
952,002083,孚日股份,纺织行业
953,002087,新野纺织,纺织行业
954,002127,南极电商,纺织行业
955,002144,宏达高科,纺织行业
956,002193,如意集团,纺织行业
957,002394,联发股份,纺织行业
958,002404,嘉欣丝绸,纺织行业
959,002516,旷达科技,纺织行业
960,600055,万东医疗,医疗器械
961,600297,广汇汽车,医疗器械
962,600587,新华医疗,医疗器械
963,600763,通策医疗,医疗器械
964,603309,维力医疗,医疗器械
965,000150,宜华健康,医疗器械
966,002223,鱼跃医疗,医疗器械
967,002382,蓝帆医疗,医疗器械
968,002432,九安医疗,医疗器械
969,002551,尚荣医疗,医疗器械
970,002614,奥佳华,医疗器械
971,300003,乐普医疗,医疗器械
972,300015,爱尔眼科,医疗器械
973,300030,阳普医疗,医疗器械
974,300061,康旗股份,医疗器械
975,300171,东富龙,医疗器械
976,300206,理邦仪器,医疗器械
977,300216,千山药机,医疗器械
978,300238,冠昊生物,医疗器械
979,300244,迪安诊断,医疗器械
980,300246,宝莱特,医疗器械
981,300247,乐金健康,医疗器械
982,300273,和佳股份,医疗器械
983,300298,三诺生物,医疗器械
984,300314,戴维医疗,医疗器械
985,300318,博晖创新,医疗器械
986,300326,凯利泰,医疗器械
987,300347,泰格医药,医疗器械
988,300396,迪瑞医疗,医疗器械
989,300404,博济医药,医疗器械
990,300412,迦南科技,医疗器械
991,600111,北方稀土,有色金属
992,600139,西部资源,有色金属
993,600205,S山东铝,有色金属
994,600219,南山铝业,有色金属
995,600255,梦舟股份,有色金属
996,600259,广晟有色,有色金属
997,600296,S兰铝,有色金属
998,600311,荣华实业,有色金属
999,600331,宏达股份,有色金属
1000,600338,西藏珠峰,有色金属
1001,600362,江西铜业,有色金属
1002,600390,五矿资本,有色金属
1003,600432,*ST吉恩,有色金属
1004,600456,宝钛股份,有色金属
1005,600459,贵研铂业,有色金属
1006,600489,中金黄金,有色金属
1007,600497,驰宏锌锗,有色金属
1008,600531,豫光金铅,有色金属
1009,600547,山东黄金,有色金属
1010,600549,厦门钨业,有色金属
1011,600595,中孚实业,有色金属
1012,600673,东阳光科,有色金属
1013,600711,盛屯矿业,有色金属
1014,600714,金瑞矿业,有色金属
1015,600768,宁波富邦,有色金属
1016,600888,新疆众和,有色金属
1017,600961,株冶集团,有色金属
1018,601137,博威合金,有色金属
1019,601168,西部矿业,有色金属
1020,601600,中国铝业,有色金属
1021,601677,明泰铝业,有色金属
1022,601899,紫金矿业,有色金属
1023,601958,金钼股份,有色金属
1024,000060,中金岭南,有色金属
1025,000426,兴业矿业,有色金属
1026,000587,金洲慈航,有色金属
1027,000602,金马集团,有色金属
1028,000603,盛达矿业,有色金属
1029,000612,焦作万方,有色金属
1030,000630,铜陵有色,有色金属
1031,000657,中钨高新,有色金属
1032,000697,炼石有色,有色金属
1033,000751,锌业股份,有色金属
1034,000758,中色股份,有色金属
1035,000762,西藏矿业,有色金属
1036,000807,云铝股份,有色金属
1037,000831,五矿稀土,有色金属
1038,000878,云南铜业,有色金属
1039,000960,锡业股份,有色金属
1040,000962,东方钽业,有色金属
1041,002082,栋梁新材,有色金属
1042,002114,罗平锌电,有色金属
1043,002149,西部材料,有色金属
1044,002155,湖南黄金,有色金属
1045,002160,常铝股份,有色金属
1046,002167,东方锆业,有色金属
1047,002171,楚江新材,有色金属
1048,002182,云海金属,有色金属
1049,002203,海亮股份,有色金属
1050,002237,恒邦股份,有色金属
1051,002295,精艺股份,有色金属
1052,002333,罗普斯金,有色金属
1053,002340,格林美,有色金属
1054,002378,章源钨业,有色金属
1055,002379,宏创控股,有色金属
1056,002428,云南锗业,有色金属
1057,002460,赣锋锂业,有色金属
1058,002501,利源精制,有色金属
1059,002540,亚太科技,有色金属
1060,002578,闽发铝业,有色金属
1061,002617,露笑科技,有色金属
1062,300034,钢研高纳,有色金属
1063,600167,联美控股,供水供气
1064,600168,武汉控股,供水供气
1065,600187,国中水务,供水供气
1066,600283,钱江水利,供水供气
1067,600323,瀚蓝环境,供水供气
1068,600333,长春燃气,供水供气
1069,600461,洪城水业,供水供气
1070,600617,国新能源,供水供气
1071,600635,大众公用,供水供气
1072,600649,城投控股,供水供气
1073,600719,大连热电,供水供气
1074,600758,红阳能源,供水供气
1075,600917,重庆燃气,供水供气
1076,600982,宁波热电,供水供气
1077,601139,深圳燃气,供水供气
1078,601158,重庆水务,供水供气
1079,601199,江南水务,供水供气
1080,000593,大通燃气,供水供气
1081,000605,渤海股份,供水供气
1082,000669,金鸿控股,供水供气
1083,000685,中山公用,供水供气
1084,000692,惠天热电,供水供气
1085,000695,滨海能源,供水供气
1086,002267,陕天然气,供水供气
1087,002700,新疆浩源,供水供气
1088,600089,特变电工,发电设备
1089,600192,长城电工,发电设备
1090,600268,国电南自,发电设备
1091,600290,华仪电气,发电设备
1092,600312,平高电气,发电设备
1093,600416,湘电股份,发电设备
1094,600517,置信电气,发电设备
1095,600525,长园集团,发电设备
1096,600550,保变电气,发电设备
1097,600580,卧龙电气,发电设备
1098,600590,泰豪科技,发电设备
1099,600875,东方电气,发电设备
1100,600973,宝胜股份,发电设备
1101,601126,四方股份,发电设备
1102,601179,中国西电,发电设备
1103,601558,*ST锐电,发电设备
1104,601700,风范股份,发电设备
1105,601727,上海电气,发电设备
1106,601877,正泰电器,发电设备
1107,603333,明星电缆,发电设备
1108,603618,杭电股份,发电设备
1109,000400,许继电气,发电设备
1110,000585,东北电气,发电设备
1111,000682,东方电子,发电设备
1112,000806,银河生物,发电设备
1113,000967,盈峰环境,发电设备
1114,002028,思源电气,发电设备
1115,002074,国轩高科,发电设备
1116,002112,三变科技,发电设备
1117,002123,梦网集团,发电设备
1118,002130,沃尔核材,发电设备
1119,002168,深圳惠程,发电设备
1120,002169,智光电气,发电设备
1121,002202,金风科技,发电设备
1122,002212,南洋股份,发电设备
1123,002227,奥 特 迅,发电设备
1124,002276,万马股份,发电设备
1125,002300,太阳电缆,发电设备
1126,002323,雅百特,发电设备
1127,002350,北京科锐,发电设备
1128,002358,森源电气,发电设备
1129,002451,摩恩电气,发电设备
1130,002471,中超控股,发电设备
1131,002498,汉缆股份,发电设备
1132,002531,天顺风能,发电设备
1133,002533,金杯电工,发电设备
1134,002560,通达股份,发电设备
1135,002622,融钰集团,发电设备
1136,002660,茂硕电源,发电设备
1137,300001,特锐德,发电设备
1138,300004,南风股份,发电设备
1139,300018,中元股份,发电设备
1140,300040,九洲电气,发电设备
1141,300048,合康新能,发电设备
1142,300062,中能电气,发电设备
1143,300069,金利华电,发电设备
1144,300120,经纬电材,发电设备
1145,300125,易世达,发电设备
1146,300129,泰胜风能,发电设备
1147,300141,和顺电气,发电设备
1148,300153,科泰电源,发电设备
1149,300208,恒顺众昇,发电设备
1150,300341,麦迪电气,发电设备
1151,300372,欣泰退,发电设备
1152,300444,双杰电气,发电设备
1153,600069,银鸽投资,造纸行业
1154,600103,青山纸业,造纸行业
1155,600163,中闽能源,造纸行业
1156,600235,民丰特纸,造纸行业
1157,600308,华泰股份,造纸行业
1158,600356,恒丰纸业,造纸行业
1159,600433,冠豪高新,造纸行业
1160,600462,九有股份,造纸行业
1161,600567,山鹰纸业,造纸行业
1162,600793,宜宾纸业,造纸行业
1163,600963,岳阳林纸,造纸行业
1164,600966,博汇纸业,造纸行业
1165,000488,晨鸣纸业,造纸行业
1166,000815,美利云,造纸行业
1167,000820,神雾节能,造纸行业
1168,000833,贵糖股份,造纸行业
1169,002012,凯恩股份,造纸行业
1170,002067,景兴纸业,造纸行业
1171,002078,太阳纸业,造纸行业
1172,002235,安妮股份,造纸行业
1173,002303,美盈森,造纸行业
1174,002511,中顺洁柔,造纸行业
1175,002521,齐峰新材,造纸行业
1176,002565,顺灏股份,造纸行业
1177,600072,中船科技,船舶制造
1178,600150,中国船舶,船舶制造
1179,600685,中船防务,船舶制造
1180,601890,亚星锚链,船舶制造
1181,601989,中国重工,船舶制造
1182,002608,江苏国信,船舶制造
1183,300008,天海防务,船舶制造
1184,300123,太阳鸟,船舶制造
1185,600121,*ST郑煤,煤炭行业
1186,600123,兰花科创,煤炭行业
1187,600157,永泰能源,煤炭行业
1188,600179,安通控股,煤炭行业
1189,600188,兖州煤业,煤炭行业
1190,600348,阳泉煤业,煤炭行业
1191,600381,青海春天,煤炭行业
1192,600395,盘江股份,煤炭行业
1193,600397,安源煤业,煤炭行业
1194,600403,*ST大有,煤炭行业
1195,600408,安泰集团,煤炭行业
1196,600508,上海能源,煤炭行业
1197,600546,山煤国际,煤炭行业
1198,600652,游久游戏,煤炭行业
1199,600714,金瑞矿业,煤炭行业
1200,600721,百花村,煤炭行业
1201,600725,ST云维,煤炭行业
1202,600740,山西焦化,煤炭行业
1203,600792,云煤能源,煤炭行业
1204,600971,恒源煤电,煤炭行业
1205,600997,开滦股份,煤炭行业
1206,601001,大同煤业,煤炭行业
1207,601011,宝泰隆,煤炭行业
1208,601015,陕西黑猫,煤炭行业
1209,601088,中国神华,煤炭行业
1210,601101,昊华能源,煤炭行业
1211,601225,陕西煤业,煤炭行业
1212,601666,平煤股份,煤炭行业
1213,601699,潞安环能,煤炭行业
1214,601898,中煤能源,煤炭行业
1215,601918,新集能源,煤炭行业
1216,000034,神州数码,煤炭行业
1217,000552,靖远煤电,煤炭行业
1218,000571,新大洲Ａ,煤炭行业
1219,000723,美锦能源,煤炭行业
1220,000780,*ST平能,煤炭行业
1221,000933,神火股份,煤炭行业
1222,000937,冀中能源,煤炭行业
1223,000968,蓝焰控股,煤炭行业
1224,000983,西山煤电,煤炭行业
1225,002128,露天煤业,煤炭行业
1226,600073,上海梅林,食品行业
1227,600186,莲花健康,食品行业
1228,600191,华资实业,食品行业
1229,600260,凯乐科技,食品行业
1230,600298,安琪酵母,食品行业
1231,600300,维维股份,食品行业
1232,600305,恒顺醋业,食品行业
1233,600419,天润乳业,食品行业
1234,600429,三元股份,食品行业
1235,600597,光明乳业,食品行业
1236,600695,绿庭投资,食品行业
1237,600737,中粮糖业,食品行业
1238,600866,星湖科技,食品行业
1239,600872,中炬高新,食品行业
1240,600873,梅花生物,食品行业
1241,600887,伊利股份,食品行业
1242,600962,国投中鲁,食品行业
1243,603020,爱普股份,食品行业
1244,603288,海天味业,食品行业
1245,000019,深深宝Ａ,食品行业
1246,000529,广弘控股,食品行业
1247,000639,西王食品,食品行业
1248,000716,黑芝麻,食品行业
1249,000796,凯撒旅游,食品行业
1250,000848,承德露露,食品行业
1251,000893,东凌国际,食品行业
1252,000895,双汇发展,食品行业
1253,000911,南宁糖业,食品行业
1254,000930,中粮生化,食品行业
1255,000972,*ST中基,食品行业
1256,002216,三全食品,食品行业
1257,002220,天宝食品,食品行业
1258,002286,保龄宝,食品行业
1259,002329,皇氏集团,食品行业
1260,002330,得利斯,食品行业
1261,002387,黑牛食品,食品行业
1262,002481,双塔食品,食品行业
1263,002495,佳隆股份,食品行业
1264,002507,涪陵榨菜,食品行业
1265,002515,金字火腿,食品行业
1266,002557,洽洽食品,食品行业
1267,002568,百润股份,食品行业
1268,002570,贝因美,食品行业
1269,002582,好想你,食品行业
1270,002604,龙力生物,食品行业
1271,002626,金达威,食品行业
1272,002650,加加食品,食品行业
1273,002661,克明面业,食品行业
1274,002695,煌上煌,食品行业
1275,002702,海欣食品,食品行业
1276,002719,麦趣尔,食品行业
1277,002726,龙大肉食,食品行业
1278,002732,燕塘乳业,食品行业
1279,300138,晨光生物,食品行业
1280,300146,汤臣倍健,食品行业
1281,300149,量子高科,食品行业
1282,300175,朗源股份,食品行业
1283,300401,花园生物,食品行业
1284,600145,*ST新亿,陶瓷行业
1285,600286,S*ST国瓷,陶瓷行业
1286,603268,松发股份,陶瓷行业
1287,002102,冠福股份,陶瓷行业
1288,002162,悦心健康,陶瓷行业
1289,300089,文化长城,陶瓷行业
1290,300234,开尔新材,陶瓷行业
1291,300409,道氏技术,陶瓷行业
1292,600302,标准股份,纺织机械
1293,600610,中毅达,纺织机械
1294,600843,上工申贝,纺织机械
1295,000666,经纬纺机,纺织机械
1296,002021,中捷资源,纺织机械
1297,002196,方正电机,纺织机械
1298,002722,金轮股份,纺织机械
1299,300384,三联虹普,纺织机械
1300,600001,邯郸钢铁,钢铁行业
1301,600005,武钢股份,钢铁行业
1302,600010,包钢股份,钢铁行业
1303,600019,宝钢股份,钢铁行业
1304,600022,山东钢铁,钢铁行业
1305,600102,莱钢股份,钢铁行业
1306,600117,西宁特钢,钢铁行业
1307,600126,杭钢股份,钢铁行业
1308,600165,新日恒力,钢铁行业
1309,600193,创兴资源,钢铁行业
1310,600231,凌钢股份,钢铁行业
1311,600282,南钢股份,钢铁行业
1312,600307,酒钢宏兴,钢铁行业
1313,600357,承德钒钛,钢铁行业
1314,600399,抚顺特钢,钢铁行业
1315,600477,杭萧钢构,钢铁行业
1316,600496,精工钢构,钢铁行业
1317,600507,方大特钢,钢铁行业
1318,600532,宏达矿业,钢铁行业
1319,600558,大西洋,钢铁行业
1320,600569,安阳钢铁,钢铁行业
1321,600581,八一钢铁,钢铁行业
1322,600782,新钢股份,钢铁行业
1323,600784,鲁银投资,钢铁行业
1324,600808,马钢股份,钢铁行业
1325,600882,广泽股份,钢铁行业
1326,600992,贵绳股份,钢铁行业
1327,601003,柳钢股份,钢铁行业
1328,601005,*ST重钢,钢铁行业
1329,601028,玉龙股份,钢铁行业
1330,601969,海南矿业,钢铁行业
1331,000409,山东地矿,钢铁行业
1332,000629,*ST钒钛,钢铁行业
1333,000655,金岭矿业,钢铁行业
1334,000708,大冶特钢,钢铁行业
1335,000709,河钢股份,钢铁行业
1336,000717,韶钢松山,钢铁行业
1337,000761,本钢板材,钢铁行业
1338,000778,新兴铸管,钢铁行业
1339,000825,太钢不锈,钢铁行业
1340,000890,法 尔 胜,钢铁行业
1341,000898,鞍钢股份,钢铁行业
1342,000932,*ST华菱,钢铁行业
1343,000959,首钢股份,钢铁行业
1344,000969,安泰科技,钢铁行业
1345,002075,沙钢股份,钢铁行业
1346,002110,三钢闽光,钢铁行业
1347,002132,恒星科技,钢铁行业
1348,002318,久立特材,钢铁行业
1349,002359,北讯集团,钢铁行业
1350,002423,中原特钢,钢铁行业
1351,002443,金洲管道,钢铁行业
1352,002478,常宝股份,钢铁行业
1353,002487,大金重工,钢铁行业
1354,002524,光正集团,钢铁行业
1355,002541,鸿路钢构,钢铁行业
1356,002545,东方铁塔,钢铁行业
1357,002615,哈尔斯,钢铁行业
1358,002743,富煌钢构,钢铁行业
1359,300345,红宇新材,钢铁行业
1360,600008,首创股份,环保行业
1361,600292,远达环保,环保行业
1362,600874,创业环保,环保行业
1363,603126,中材节能,环保行业
1364,603588,高能环境,环保行业
1365,603686,龙马环卫,环保行业
1366,000544,中原环保,环保行业
1367,000598,兴蓉环境,环保行业
1368,000826,启迪桑德,环保行业
1369,002200,云投生态,环保行业
1370,002549,凯美特气,环保行业
1371,002573,清新环境,环保行业
1372,002616,长青集团,环保行业
1373,002672,东江环保,环保行业
1374,300055,万邦达,环保行业
1375,300070,碧水源,环保行业
1376,300156,神雾环保,环保行业
1377,300172,中电环保,环保行业
1378,300187,永清环保,环保行业
1379,300190,维尔利,环保行业
1380,300197,铁汉生态,环保行业
1381,300262,巴安水务,环保行业
1382,300332,天壕环境,环保行业
1383,300335,迪森股份,环保行业
1384,300355,蒙草生态,环保行业
1385,300388,国祯环保,环保行业
1386,300422,博世科,环保行业
1387,600059,古越龙山,酿酒行业
1388,600084,中葡股份,酿酒行业
1389,600090,同济堂,酿酒行业
1390,600132,重庆啤酒,酿酒行业
1391,600197,伊力特,酿酒行业
1392,600199,金种子酒,酿酒行业
1393,600238,海南椰岛,酿酒行业
1394,600365,通葡股份,酿酒行业
1395,600519,贵州茅台,酿酒行业
1396,600543,莫高股份,酿酒行业
1397,600559,老白干酒,酿酒行业
1398,600573,惠泉啤酒,酿酒行业
1399,600600,青岛啤酒,酿酒行业
1400,600616,金枫酒业,酿酒行业
1401,600702,沱牌舍得,酿酒行业
1402,600779,水井坊,酿酒行业
1403,600809,山西汾酒,酿酒行业
1404,601579,会稽山,酿酒行业
1405,603369,今世缘,酿酒行业
1406,000557,西部创业,酿酒行业
1407,000568,泸州老窖,酿酒行业
1408,000596,古井贡酒,酿酒行业
1409,000729,燕京啤酒,酿酒行业
1410,000752,西藏发展,酿酒行业
1411,000799,酒鬼酒,酿酒行业
1412,000858,五 粮 液,酿酒行业
1413,000860,顺鑫农业,酿酒行业
1414,000869,张 裕Ａ,酿酒行业
1415,000929,兰州黄河,酿酒行业
1416,000995,皇台酒业,酿酒行业
1417,002304,洋河股份,酿酒行业
1418,002461,珠江啤酒,酿酒行业
1419,002646,青青稞酒,酿酒行业
1420,600025,华能水电,次新股
1421,600933,爱柯迪,次新股
1422,601019,山东出版,次新股
1423,603076,乐惠国际,次新股
1424,603080,新疆火炬,次新股
1425,603083,剑桥科技,次新股
1426,603161,科华控股,次新股
1427,603278,大业股份,次新股
1428,603283,赛腾股份,次新股
1429,603329,上海雅仕,次新股
1430,603365,水星家纺,次新股
1431,603477,振静股份,次新股
1432,603605,珀莱雅,次新股
1433,603619,中曼石油,次新股
1434,603655,朗博科技,次新股
1435,603661,恒林股份,次新股
1436,603685,晨丰科技,次新股
1437,603711,香飘飘,次新股
1438,603809,豪能股份,次新股
1439,603848,好太太,次新股
1440,603890,春秋电子,次新股
1441,603916,苏博特,次新股
1442,603917,合力科技,次新股
1443,603970,中农立华,次新股
1444,001965,招商公路,次新股
1445,002864,盘龙药业,次新股
1446,002911,佛燃股份,次新股
1447,002912,中新赛克,次新股
1448,002913,奥士康,次新股
1449,002915,中欣氟材,次新股
1450,002916,深南电路,次新股
1451,002917,金奥博,次新股
1452,002918,蒙娜丽莎,次新股
1453,002919,名臣健康,次新股
1454,002920,德赛西威,次新股
1455,002921,联诚精密,次新股
1456,002922,伊戈尔,次新股
1457,002923,润都股份,次新股
1458,300664,鹏鹞环保,次新股
1459,300684,中石科技,次新股
1460,300721,怡达股份,次新股
1461,300722,新余国科,次新股
1462,300723,一品红,次新股
1463,300725,药石科技,次新股
1464,300726,宏达电子,次新股
1465,300727,润禾材料,次新股
1466,300729,乐歌股份,次新股
1467,300730,科创信息,次新股
1468,300731,科创新源,次新股
1469,300732,设研院,次新股
1470,300735,光弘科技,次新股
1471,300736,N百华,次新股
1472,600112,*ST天成,电器行业
1473,600202,哈空调,电器行业
1474,600379,宝光股份,电器行业
1475,600405,动力源,电器行业
1476,600468,百利电气,电器行业
1477,600482,中国动力,电器行业
1478,600560,金自天正,电器行业
1479,600577,精达股份,电器行业
1480,600847,*ST万里,电器行业
1481,600885,宏发股份,电器行业
1482,601311,骆驼股份,电器行业
1483,601616,广电电气,电器行业
1484,603015,弘讯科技,电器行业
1485,603606,东方电缆,电器行业
1486,603703,盛洋科技,电器行业
1487,603988,中电电机,电器行业
1488,000049,德赛电池,电器行业
1489,000922,*ST佳电,电器行业
1490,002164,宁波东力,电器行业
1491,002176,江特电机,电器行业
1492,002249,大洋电机,电器行业
1493,002266,浙富控股,电器行业
1494,002298,中电鑫龙,电器行业
1495,002309,中利集团,电器行业
1496,002322,理工环科,电器行业
1497,002334,英威腾,电器行业
1498,002335,科华恒盛,电器行业
1499,002339,积成电子,电器行业
1500,002364,中恒电气,电器行业
1501,002380,科远股份,电器行业
1502,002452,长高集团,电器行业
1503,002546,新联电子,电器行业
1504,002576,通达动力,电器行业
1505,002580,圣阳股份,电器行业
1506,002606,大连电瓷,电器行业
1507,002617,露笑科技,电器行业
1508,002647,民盛金科,电器行业
1509,002664,长鹰信质,电器行业
1510,002665,首航节能,电器行业
1511,002670,国盛金控,电器行业
1512,002684,猛狮科技,电器行业
1513,002706,良信电器,电器行业
1514,002730,电光科技,电器行业
1515,002733,雄韬股份,电器行业
1516,300068,南都电源,电器行业
1517,300140,中环装备,电器行业
1518,300217,东方电热,电器行业
1519,300222,科大智能,电器行业
1520,300252,金信诺,电器行业
1521,300265,通光线缆,电器行业
1522,300274,阳光电源,电器行业
1523,300283,温州宏丰,电器行业
1524,300356,光一科技,电器行业
1525,300376,易事特,电器行业
1526,300403,地尔汉宇,电器行业
1527,300407,凯发电气,电器行业
1528,300438,鹏辉能源,电器行业
1529,300447,全信股份,电器行业
1530,600037,歌华有线,传媒娱乐
1531,600088,中视传媒,传媒娱乐
1532,600234,ST山水,传媒娱乐
1533,600373,中文传媒,传媒娱乐
1534,600551,时代出版,传媒娱乐
1535,600633,浙数文化,传媒娱乐
1536,600637,东方明珠,传媒娱乐
1537,600757,长江传媒,传媒娱乐
1538,600825,新华传媒,传媒娱乐
1539,600831,广电网络,传媒娱乐
1540,600959,江苏有线,传媒娱乐
1541,601098,中南传媒,传媒娱乐
1542,601801,皖新传媒,传媒娱乐
1543,601928,凤凰传媒,传媒娱乐
1544,601929,吉视传媒,传媒娱乐
1545,601999,出版传媒,传媒娱乐
1546,000156,华数传媒,传媒娱乐
1547,000504,南华生物,传媒娱乐
1548,000607,华媒控股,传媒娱乐
1549,000665,湖北广电,传媒娱乐
1550,000719,大地传媒,传媒娱乐
1551,000793,华闻传媒,传媒娱乐
1552,000835,长城动漫,传媒娱乐
1553,000917,电广传媒,传媒娱乐
1554,002071,长城影视,传媒娱乐
1555,002143,印纪传媒,传媒娱乐
1556,002181,粤 传 媒,传媒娱乐
1557,002238,天威视讯,传媒娱乐
1558,002292,奥飞娱乐,传媒娱乐
1559,002624,完美世界,传媒娱乐
1560,002712,思美传媒,传媒娱乐
1561,002739,万达电影,传媒娱乐
1562,300027,华谊兄弟,传媒娱乐
1563,300133,华策影视,传媒娱乐
1564,300148,天舟文化,传媒娱乐
1565,300251,光线传媒,传媒娱乐
1566,300291,华录百纳,传媒娱乐
1567,300336,新文化,传媒娱乐
1568,300364,中文在线,传媒娱乐
1569,300426,唐德影视,传媒娱乐
1570,600075,新疆天业,化工行业
1571,600078,澄星股份,化工行业
1572,600091,ST明科,化工行业
1573,600135,乐凯胶片,化工行业
1574,600141,兴发集团,化工行业
1575,600155,宝硕股份,化工行业
1576,600160,巨化股份,化工行业
1577,600228,*ST昌九,化工行业
1578,600229,城市传媒,化工行业
1579,600249,两面针,化工行业
1580,600273,嘉化能源,化工行业
1581,600277,亿利洁能,化工行业
1582,600281,太化股份,化工行业
1583,600299,安迪苏,化工行业
1584,600301,ST南化,化工行业
1585,600309,万华化学,化工行业
1586,600315,上海家化,化工行业
1587,600319,亚星化学,化工行业
1588,600328,兰太实业,化工行业
1589,600339,中油工程,化工行业
1590,600352,浙江龙盛,化工行业
1591,600367,红星发展,化工行业
1592,600378,天科股份,化工行业
1593,600409,三友化工,化工行业
1594,600481,双良节能,化工行业
1595,600490,鹏欣资源,化工行业
1596,600599,熊猫金控,化工行业
1597,600618,氯碱化工,化工行业
1598,600636,*ST爱富,化工行业
1599,600722,金牛化工,化工行业
1600,600746,江苏索普,化工行业
1601,600844,*ST丹科,化工行业
1602,600985,雷鸣科化,化工行业
1603,601118,海南橡胶,化工行业
1604,601208,东材科技,化工行业
1605,601216,君正集团,化工行业
1606,601678,滨化股份,化工行业
1607,603002,宏昌电子,化工行业
1608,603010,万盛股份,化工行业
1609,603077,和邦生物,化工行业
1610,603188,亚邦股份,化工行业
1611,000510,金路集团,化工行业
1612,000523,广州浪奇,化工行业
1613,000545,金浦钛业,化工行业
1614,000565,渝三峡Ａ,化工行业
1615,000627,天茂集团,化工行业
1616,000635,英 力 特,化工行业
1617,000662,天夏智慧,化工行业
1618,000683,远兴能源,化工行业
1619,000698,沈阳化工,化工行业
1620,000707,双环科技,化工行业
1621,000737,南风化工,化工行业
1622,000755,*ST三维,化工行业
1623,000818,方大化工,化工行业
1624,000822,山东海化,化工行业
1625,000887,中鼎股份,化工行业
1626,000985,大庆华科,化工行业
1627,000990,诚志股份,化工行业
1628,002010,传化智联,化工行业
1629,002014,永新股份,化工行业
1630,002037,久联发展,化工行业
1631,002053,云南能投,化工行业
1632,002054,德美化工,化工行业
1633,002061,浙江交科,化工行业
1634,002068,黑猫股份,化工行业
1635,002092,中泰化学,化工行业
1636,002094,青岛金王,化工行业
1637,002096,南岭民爆,化工行业
1638,002109,兴化股份,化工行业
1639,002125,湘潭电化,化工行业
1640,002136,安 纳 达,化工行业
1641,002145,中核钛白,化工行业
1642,002165,红 宝 丽,化工行业
1643,002192,融捷股份,化工行业
1644,002201,九鼎新材,化工行业
1645,002211,宏达新材,化工行业
1646,002217,合力泰,化工行业
1647,002224,三 力 士,化工行业
1648,002226,江南化工,化工行业
1649,002246,北化股份,化工行业
1650,002250,联化科技,化工行业
